,id,im_1,im_2,im_1_local,im_2_local,cap_1,cap_2,category_1,category_2,BiomedCLIP_sim,DINO_sim,question,option_A,option_B,im_1_correct,im_2_correct,AI_question,AI_option_A,AI_option_B
89,10090,train/radiology/images/ROCO_22814.jpg,train/radiology/images/ROCO_39982.jpg,20087,20071, MRCP appearance. An MRCP examination reveals dilated whole biliary tree and hook shaped distal choledochus. MRCP did not delineate bile duct stones., MRCP showing the cystic dilatation along the lateral wall of the bile duct mimicking a Type II choledochal cyst with GB seen separately.,['Gastrointestinal'],['Gastrointestinal'],0.9198121,0.5831258,What does the MRCP examination reveal about the overall condition of the biliary tree?,Dilated whole biliary tree,Cystic dilatation along the lateral wall of the bile duct,A,B,What does the MRCP examination reveal about the overall condition of the biliary tree?,Dilated whole biliary tree,Cystic dilatation along the lateral wall of the bile duct
90,10091,train/radiology/images/ROCO_21136.jpg,train/radiology/images/ROCO_46224.jpg,20145,20198, MRCP showing prominent intrahepatic biliary ductal dilatation proximal to the location of the previously noted hilar mass., MRCP showing pancreatic cyst in the head of the organ with dilation of the main and branch pancreatic ducts as well as of the extra- intra hepatic biliary tree.,['Gastrointestinal'],['Gastrointestinal'],0.9012475,0.4776339,What is the primary abnormality seen in the image?,Pancreatic cyst,Prominent intrahepatic biliary ductal dilatation,B,A,What is the primary abnormality seen in the image?,Pancreatic cyst in the head of the organ,Prominent intrahepatic biliary ductal dilatation
91,10092,train/radiology/images/ROCO_10810.jpg,train/radiology/images/ROCO_23482.jpg,20135,20225," Scout radiograph film showing a fully covered, self-expandable metalic stent with the right and left internal drain in place.", Passage of a 0.035-inch Hydra Jagwire (Boston Scientific) into the gallbladder though the 19 G needle (Cook Endoscopy) from the transduodenal position.,"['Gastrointestinal', 'Vascular']","['Gastrointestinal', 'Vascular']",0.9019979,0.6069157,What type of medical device is visible in the film?,"A fully covered, self-expandable metallic stent",A 0.035-inch Hydra Jagwire,A,B,What type of medical device is visible in the film?,"A fully covered, self-expandable metallic stent",A 0.035-inch Hydra Jagwire
92,10093,train/radiology/images/ROCO_02690.jpg,train/radiology/images/ROCO_80484.jpg,20083,20078," Magnetic resonance imaging findings show high signal intensity on T2-weighted images, despite maintenance of continuity.", 41-year-old male with periosteal osteoblastoma. Sagittal T1-weighted MR image demonstrates T1 hyperintensity and cortical disruption.,['Musculoskeletal'],['Musculoskeletal'],0.9399075,0.6456769,What is the signal intensity of the abnormality observed on the T2-weighted images?,Low signal intensity of the bone lesion,High signal intensity of the ACL,B,A,What is the signal intensity observed on the T2-weighted images?,Low signal intensity,High signal intensity
93,10094,train/radiology/images/ROCO_02690.jpg,train/radiology/images/ROCO_75983.jpg,20083,20035," Magnetic resonance imaging findings show high signal intensity on T2-weighted images, despite maintenance of continuity.", Severe hypertrophy of cartilage implant 104 weeks after MACT surgery on a sagittal T2-weighted FSE image,['Musculoskeletal'],['Musculoskeletal'],0.9111496,0.5584008,What is the signal intensity of the abnormality observed on the T2-weighted image?,Low signal intensity of the hypertrophied cartilage implant,High signal intensity of the ACL,B,A,What is the signal intensity observed on the T2-weighted image?,Severe hypertrophy of cartilage implant,High signal intensity
94,10095,train/radiology/images/ROCO_75983.jpg,validation/radiology/images/ROCO_26319.jpg,20035,20005, Severe hypertrophy of cartilage implant 104 weeks after MACT surgery on a sagittal T2-weighted FSE image," Gradient-echo-based MRI image from a patient with recurrent t-GCT (right knee). There was very low signal intensity corresponding to hemosiderin depositions anterior to the lateral meniscus, extending to the infrapatellar fat pad. Furthermore, there was a hemosiderin deposition in the recessus lateralis posterior to the lateral femoral condyle. These localizations corresponded to recurrent Dt-GCT, which was confirmed by surgical removal.",['Musculoskeletal'],['Musculoskeletal'],0.9098657,0.639776,What is the primary abnormality seen in the image?,Severe hypertrophy of cartilage implant,Hemosiderin depositions,A,B,What is the primary abnormality seen in the image?,Severe hypertrophy of cartilage implant,Hemosiderin depositions
95,10096,train/radiology/images/ROCO_37503.jpg,train/radiology/images/ROCO_66438.jpg,20057,20212, T2 sagittal MRI of the ankle demonstrating grade II stress fracture/stress reaction of the talar neck," Bone marrow edema in the bony part of the plantar fascia enthesis and edema of the adjacent soft tissues. Bone marrow edema in the bony part of the Achilles tendon enthesis, increased signal of the soft tissues of the Achilles tendon bursa (bursitis); at the bursal level, the tendon shows intratendinous damage",['Musculoskeletal'],['Musculoskeletal'],0.933935,0.4990139,Where is the marrow edema visible in the image?,Plantar calcaneal enthesophyte,Talar neck,B,A,What type of edema is visible in the image?,Bone marrow edema in the bony part of the plantar fascia enthesis,Bone marrow edema in the talar neck
96,10097,test/radiology/images/ROCO_24120.jpg,train/radiology/images/ROCO_19922.jpg,20184,20199, Magnetic resonance imaging of the left shoulder. Coronal T2 fat suppression image showing low-signal intensity calcific foci within and beneath the deltoid muscle with no intra-articular involvement.," T2-weighted coronal magnetic resonance imaging arthrogram of a right shoulder, demonstrating a small defect suspicious for minor tendon discontinuity.",['Musculoskeletal'],['Musculoskeletal'],0.9423864,0.624698,Where is the abnormality located?,Subacromial-subdeltoid bursa,Rotator cuff tendon,B,A,Is there evidence of intra-articular involvement?,Yes,No
97,10098,test/radiology/images/ROCO_43661.jpg,train/radiology/images/ROCO_55477.jpg,20077,20065, Preoperative coronal MR image demonstrates massive tear and proximal retraction (arrow) of the rotator cuff, Coronal magnetic resonance arthrogram depicting gadolinium in the SASD bursa from a full-thickness rotator cuff tear.,['Musculoskeletal'],['Musculoskeletal'],0.9026103,0.5610479,What does the arrow indicate in the coronal MR image?,Massive tear and proximal retraction of the rotator cuff,Gadolinium in the SASD bursa,A,B,What does the arrow indicate in the coronal MR image?,Massive tear and proximal retraction of the rotator cuff,Gadolinium in the SASD bursa from a full-thickness rotator cuff tear
98,10099,test/radiology/images/ROCO_43661.jpg,train/radiology/images/ROCO_46828.jpg,20077,20143, Preoperative coronal MR image demonstrates massive tear and proximal retraction (arrow) of the rotator cuff," T2-weighted coronal view two months postoperatively, of a patient with poor UCLA score, showing suture dehiscence.",['Musculoskeletal'],['Musculoskeletal'],0.9051538,0.3962487,What does the coronal MR image show regarding the state of the rotator cuff?,Suture dehiscence,Massive tear and proximal retraction,B,A,What does the coronal MR image show regarding the state of the rotator cuff?,Suture dehiscence,Massive tear and proximal retraction
99,10100,train/radiology/images/ROCO_39233.jpg,validation/radiology/images/ROCO_26319.jpg,20024,20005, Sagittal magnetic resonance imaging scan showing complete rupture of the patellar tendon at the tibial tuberosity," Gradient-echo-based MRI image from a patient with recurrent t-GCT (right knee). There was very low signal intensity corresponding to hemosiderin depositions anterior to the lateral meniscus, extending to the infrapatellar fat pad. Furthermore, there was a hemosiderin deposition in the recessus lateralis posterior to the lateral femoral condyle. These localizations corresponded to recurrent Dt-GCT, which was confirmed by surgical removal.",['Musculoskeletal'],['Musculoskeletal'],0.9137571,0.7333703,What is the primary pathology visible in the MRI scan?,Hemosiderin depositions indicating recurrent t-GCT,Complete rupture of the patellar tendon at the tibial tuberosity,B,A,What is the primary pathology visible in the MRI scan?,Hemosiderin depositions indicating recurrent t-GCT,Complete rupture of the patellar tendon at the tibial tuberosity
100,10101,test/radiology/images/ROCO_54039.jpg,train/radiology/images/ROCO_66160.jpg,20219,20003, Computed tomography scan of the patient showing ankylosing spondylitis along with traumatic dislocation at cervico-dorsal junction (arrow),  Six months' follow-up postreduction sagittal reconstruction computed tomography through right C1–C2 facet. Note solid bony ankylosis of occiput to C2. Lower cervical facets appear normal.,"['Musculoskeletal', 'Spinal']","['Musculoskeletal', 'Spinal']",0.9009126,0.454805,What condition is indicated in the computed tomography scan?,Traumatic dislocation at craniocervical junction,Solid bony ankylosis of occiput to C2,A,B,What condition is indicated by the arrow in the computed tomography scan?,Traumatic dislocation at cervico-dorsal junction,Solid bony ankylosis of occiput to C2
101,10102,train/radiology/images/ROCO_01976.jpg,train/radiology/images/ROCO_76236.jpg,20144,20061, Ultrasonography revealed a hypoechoic lesion with an irregular margin and no acoustic shadow. The mass extended from the anterior border of the mammary gland., The ultrasound (US) scan of US-guided biopsy reveals a well-defined soft tissue mass and prominent acoustic shadowing caused by internal ossifications.,['Musculoskeletal'],['Musculoskeletal'],0.9206403,0.7401051,Does the ultrasonography reveal a lesion with an irregular margin?,No,Yes,B,A,Does the ultrasonography reveal a lesion with an irregular margin?,No,Yes
102,10103,train/radiology/images/ROCO_77395.jpg,validation/radiology/images/ROCO_46491.jpg,20054,20132, MRI scan showing the large soft tissue mass within the left lung apex extending along the medial aspect of the mediastinum to the level of the aortic arch, A T1-weighted gadolinium enhanced sagittal MRI scan demonstrating heterogeneous signal intensity between the trapezius and splenius capitis muscle layer.,"['Musculoskeletal', 'Pulmonary']","['Musculoskeletal', 'Pulmonary']",0.9046195,0.5517052,What anatomical region is primarily involved in the scan?,Left lung apex,Between the trapezius and splenius capitis muscle layer,A,B,What anatomical region is primarily involved in the scan?,Left lung apex,Between the trapezius and splenius capitis muscle layer
103,10104,train/radiology/images/ROCO_03795.jpg,train/radiology/images/ROCO_50711.jpg,20190,20204," 18-month post-surgery, T2-weighted coronal magnetic resonance imaging of his right knee. The medial joint space was observed clearly, and the lateral meniscus had no tear.", MRI of the left knee revealing marked bone marrow edema and focal subchondral fracture in the weight-bearing region of the lateral femoral condyle.,['Musculoskeletal'],['Musculoskeletal'],0.9379255,0.7282493,Is there evidence of a medial meniscal tear?,Yes,No,A,B,Is there evidence of a lateral meniscus tear?,Yes,No
104,10105,train/radiology/images/ROCO_03795.jpg,validation/radiology/images/ROCO_60785.jpg,20190,20178," 18-month post-surgery, T2-weighted coronal magnetic resonance imaging of his right knee. The medial joint space was observed clearly, and the lateral meniscus had no tear.", Sagittal T2-weighted MR image reveals tear in the anterior horn of lateral meniscus that appears globular signal of increased intensity extending to superior and inferior articular surfaces. (arrow) The tear was not recognized at arthroscopy performed 7 days after MR imaging and therefore constituting a false-positive diagnosis at MR.,['Musculoskeletal'],['Musculoskeletal'],0.9169229,0.6225922,What is observed in the lateral meniscus?,No tear,Tear with increased signal intensity,A,B,What is observed in the lateral meniscus?,No tear,Tear with increased signal intensity
105,10106,train/radiology/images/ROCO_03795.jpg,train/radiology/images/ROCO_27150.jpg,20190,20102," 18-month post-surgery, T2-weighted coronal magnetic resonance imaging of his right knee. The medial joint space was observed clearly, and the lateral meniscus had no tear.", Sagittal proton density weighted images of anterior cruciate ligament reconstruction with Gracilis and Semitendinosus Autograft in a 26-year-old male at 1.5 years follow-up. It is possible to appreciate a localized area of low to intermediate signal intensity extending anterior to the distal anterior cruciate ligament graft (black arrows) consistent with local arthrofibrosis.,['Musculoskeletal'],['Musculoskeletal'],0.9043083,0.6122051,Is the lateral meniscus intact?,Yes,No,A,B,Is the lateral meniscus intact?,Yes,No
106,10107,test/radiology/images/ROCO_47119.jpg,train/radiology/images/ROCO_59334.jpg,20093,20146, Computed tomography image at 13 months after surgery. No recurrence is noted in the intermuscular space.," Axial CT section of the floor of the mouth showed a 1.38 × 1.18 in hypodense, non-enhancing mass located within the sublingual space, over the geniohyoid muscle.","['Head and Neck', 'Musculoskeletal']",['Head and Neck'],0.9114621,0.5576794,Is there a mass present?,No,Yes,A,B,What is observed in the intermuscular space?,No recurrence,Presence of a mass
107,10108,train/radiology/images/ROCO_78776.jpg,validation/radiology/images/ROCO_26319.jpg,20031,20005, T2 weighted magnetic resonance image of the left knee and popliteal fossa. The hyperintense lesion represents the Baker’s cyst.," Gradient-echo-based MRI image from a patient with recurrent t-GCT (right knee). There was very low signal intensity corresponding to hemosiderin depositions anterior to the lateral meniscus, extending to the infrapatellar fat pad. Furthermore, there was a hemosiderin deposition in the recessus lateralis posterior to the lateral femoral condyle. These localizations corresponded to recurrent Dt-GCT, which was confirmed by surgical removal.",['Musculoskeletal'],['Musculoskeletal'],0.9026129,0.6473716,What type of lesion is visible in the knee MRI?,Hemosiderin depositions,Baker’s cyst,B,A,What type of lesion is visible in the knee MRI?,Hemosiderin depositions,Baker’s cyst
108,10109,train/radiology/images/ROCO_14607.jpg,train/radiology/images/ROCO_19972.jpg,20019,20100, Clinical radiograph demonstrating the appearance of the distal tibia following the result of the multiple drill hole osteotomy being performed,  An intraprocedural contrast radiograph shows the flow through intraosseous and soft tissue lesions of the left thumb.,['Musculoskeletal'],['Musculoskeletal'],0.9014263,0.3869618,What anatomical region is the focus of the radiograph?,Distal tibia,Thumb,A,B,What anatomical region is the focus of the radiograph?,Distal tibia,Left thumb
109,10110,train/radiology/images/ROCO_62889.jpg,train/radiology/images/ROCO_64661.jpg,20138,20101, The T2-weighted axial images at L3 level were analyzed using PiView digital image viewing software. The regions of interest were outlined with a graphic cursor around the back muscle. The fat signal level was determined using a histogram.," MRI of the lumbosacral spine showing diffuse paraspinal muscle edema from L2 to the sacrum, without evidence of osseous metastasis to the spine.",['Musculoskeletal'],['Spinal'],0.9179817,0.5901575,What is the condition of the paraspinal muscles?,Edematous,Normal,B,A,What is the condition of the paraspinal muscles?,Edematous,Normal
110,10111,train/radiology/images/ROCO_32030.jpg,train/radiology/images/ROCO_53061.jpg,20067,20182," 7 Tesla gradient-echo image of the knee joint in the coronal plane. The cartilage layers and the menisci are shown in high resolution and exquisite detail and will help to detect even subtle pathologies of these structures. Additionally, the trabecular structure of the bones is shown in ultra-high resolution, which may promote osteoporosis research."," Sagittal proton density MRI of the knee (TR = 5067 milliseconds, TE = 25 milliseconds), 29-year-old male professional basketball player. Image shows thickening of the patellar tendon and intermediate signal intensity within the tendon indicative of patellar tendinitis.",['Musculoskeletal'],['Musculoskeletal'],0.9029946,0.5882014,What type of MRI sequence is used in the image?,Proton density,Gradient-echo,B,A,What type of MRI technique is used in the image?,Proton density,Gradient-echo
111,10112,train/radiology/images/ROCO_02691.jpg,train/radiology/images/ROCO_32030.jpg,20122,20067, Magnetic resonance imaging inversion recovery sequence coronal section showing hyperintense lesion located between femoral condyle medially and iliotibial band laterally and limited inferiorly by lateral tibiofemoral joint line.," 7 Tesla gradient-echo image of the knee joint in the coronal plane. The cartilage layers and the menisci are shown in high resolution and exquisite detail and will help to detect even subtle pathologies of these structures. Additionally, the trabecular structure of the bones is shown in ultra-high resolution, which may promote osteoporosis research.",['Musculoskeletal'],['Musculoskeletal'],0.9066941,0.5997193,What type of imaging sequence or technique is used to obtain the coronal section of the knee joint?,Inversion Recovery Sequence,Gradient-Echo Sequence,A,B,What type of imaging sequence or technique is used to obtain the coronal section of the knee joint?,Inversion Recovery Sequence,Gradient-Echo Sequence
112,10113,train/radiology/images/ROCO_32030.jpg,validation/radiology/images/ROCO_26319.jpg,20067,20005," 7 Tesla gradient-echo image of the knee joint in the coronal plane. The cartilage layers and the menisci are shown in high resolution and exquisite detail and will help to detect even subtle pathologies of these structures. Additionally, the trabecular structure of the bones is shown in ultra-high resolution, which may promote osteoporosis research."," Gradient-echo-based MRI image from a patient with recurrent t-GCT (right knee). There was very low signal intensity corresponding to hemosiderin depositions anterior to the lateral meniscus, extending to the infrapatellar fat pad. Furthermore, there was a hemosiderin deposition in the recessus lateralis posterior to the lateral femoral condyle. These localizations corresponded to recurrent Dt-GCT, which was confirmed by surgical removal.",['Musculoskeletal'],['Musculoskeletal'],0.9056827,0.5628886,What is well depicted in the lateral compartment?,High-resolution detail of the cartilage layers and trabecular bone structure,Very low signal intensity corresponding to hemosiderin depositions,A,B,What is prominently shown in the area around the lateral meniscus?,High-resolution detail of the cartilage layers and trabecular bone structure,Very low signal intensity corresponding to hemosiderin depositions
113,10114,train/radiology/images/ROCO_16164.jpg,train/radiology/images/ROCO_28778.jpg,20114,20192," 25-year old woman involved in a rollover motor vehicle collision. On admission to the hospital, a screening four-vessel angiogram revealed a pseudoaneurysm of the left vertebral artery at the level of the C1–C2 disc space. Follow-up angiography performed 7 days later revealed enlargement of the pseudoaneurysm and concomitant narrowing of the vertebral artery. Due to the tortuosity of the vertebral artery, stent placement was not deemed a viable option and the vertebral artery was embolized. Lateral digital subtraction angiogram, left vertebral artery. Notice the pseudoaneurysm arising from the distal vertebral artery (arrow), and the adjacent vertebral artery narrowing.", Selective injection in the left internal carotid artery on digital subtraction angiography showing the internal carotid artery terminating into the ophthalmic artery with no contribution to cerebral vasculature.,"['Cerebral', 'Vascular']","['Cerebral', 'Vascular']",0.9188646,0.6206708,Which artery is this?,Internal carotid artery,Vertebral artery,B,A,Which artery shows a pseudoaneurysm in the image?,Left internal carotid artery,Left vertebral artery
114,10115,train/radiology/images/ROCO_11812.jpg,train/radiology/images/ROCO_28778.jpg,20044,20192," Left subclavian angiogram, showing multifocal stenosis of the left vertebral artery with faint flow to basilar artery.", Selective injection in the left internal carotid artery on digital subtraction angiography showing the internal carotid artery terminating into the ophthalmic artery with no contribution to cerebral vasculature.,"['Cerebral', 'Vascular']","['Cerebral', 'Vascular']",0.9203593,0.6310006,Which artery is this?,Internal carotid artery,Vertebral artery,B,A,Which artery shows signs of multifocal stenosis?,Left internal carotid artery,Left vertebral artery
115,10116,test/radiology/images/ROCO_66709.jpg,train/radiology/images/ROCO_28778.jpg,20213,20192, Selective injection of the left lateral thoracic artery failed to demonstrate any discrete communication with the breast mass or bleeding site., Selective injection in the left internal carotid artery on digital subtraction angiography showing the internal carotid artery terminating into the ophthalmic artery with no contribution to cerebral vasculature.,['Vascular'],"['Cerebral', 'Vascular']",0.9166535,0.628356,Which artery was injected?,Left internal carotid artery,Left lateral thoracic artery,B,A,"Which artery was injected, revealing no contribution to the cerebral vasculature?",Left internal carotid artery,Left lateral thoracic artery
116,10117,train/radiology/images/ROCO_28778.jpg,validation/radiology/images/ROCO_45351.jpg,20192,20123, Selective injection in the left internal carotid artery on digital subtraction angiography showing the internal carotid artery terminating into the ophthalmic artery with no contribution to cerebral vasculature.," After embolization of the recurrent fistula, the DAVF is no longer visible on right external carotid artery angiogram.","['Cerebral', 'Vascular']","['Cerebral', 'Vascular']",0.9174935,0.6146458,Which artery is visualized?,External carotid artery,Internal carotid artery,B,A,Which artery is visualized terminating without contributing to the cerebral vasculature?,External carotid artery,Internal carotid artery
117,10118,train/radiology/images/ROCO_28778.jpg,train/radiology/images/ROCO_70184.jpg,20192,20222, Selective injection in the left internal carotid artery on digital subtraction angiography showing the internal carotid artery terminating into the ophthalmic artery with no contribution to cerebral vasculature.," Post-procedure angiogram after simultaneous retrieval of both stent retrievers demonstrates patency of the basilar artery, superior cerebellar arteries and left posterior cerebral artery. Occlusion of the distal right posterior cerebral artery and the left superior cerebellar arteries were due to clot fragmentation.","['Cerebral', 'Vascular']","['Cerebral', 'Vascular']",0.9044015,0.5698261,Which artery is shown?,Basilar artery,Internal carotid artery,B,A,Which artery shows patency after the medical procedure?,Basilar artery,Internal carotid artery
118,10119,train/radiology/images/ROCO_35078.jpg,train/radiology/images/ROCO_72065.jpg,20058,20201, Angiogram of the right internal carotid artery. Coil embolization of the pseudoaneurysm and successfully deployed endovascular stent., Left internal carotid artery angiogram depicting a broad-based aneurysm arising from the posterior wall of the left internal carotid artery.,"['Cerebral', 'Vascular']","['Cerebral', 'Vascular']",0.9080778,0.5835012,What is visible in the internal carotid artery?,Coil embolization and endovascular stent,Broad-based aneurysm,A,B,What is visible in the internal carotid artery?,Coil embolization and endovascular stent,Broad-based aneurysm
119,10120,train/radiology/images/ROCO_31423.jpg,train/radiology/images/ROCO_51900.jpg,20108,20106, Digitally subtracted image of the left hypogastric artery status after coiling of the small site of extravasation from the small segmental branch arising from the anterior division of the left hypogastric artery., Brachiocephalic arteriography of the right opercular-cervical region where we observe the presence of bleeding dependent of the cervical muscular branch of the right subclavian artery.,['Vascular'],['Vascular'],0.9019442,0.4467945,Which artery is involved in the observed procedure?,Hypogastric artery,Subclavian artery,A,B,Which artery is involved in the observed procedure?,Hypogastric artery,Subclavian artery
120,10121,train/radiology/images/ROCO_14905.jpg,train/radiology/images/ROCO_21866.jpg,20072,20109," Digital subtraction angiogram with injection of the right middle meningeal artery. Note the microcatheter tip in the mid-segment of the right middle meningeal artery (arrow). There is a jet of contrast filling the large pseudoaneurysm in the soft tissues just beneath the right middle cranial fossa (double arrow).""Right"" indicates the patient's right side."," Lateral digital subtraction angiography showing the tip of the microcatheter in the mid-segment of the right middle meningeal artery (arrow). Note the jet of contrast filling the large pseudoaneurysm just below the base of the skull (double arrows).""Right"" indicates the patient's right side.",['Vascular'],['Vascular'],0.9005523,0.5163248,Where is the large pseudoaneurysm located relative to the cranial anatomy?,Just below the base of the skull,In the soft tissues just beneath the right middle cranial fossa,B,A,Where is the large pseudoaneurysm located relative to the cranial anatomy?,Just below the base of the skull,In the soft tissues just beneath the right middle cranial fossa
121,10122,train/radiology/images/ROCO_51900.jpg,train/radiology/images/ROCO_66056.jpg,20106,20224, Brachiocephalic arteriography of the right opercular-cervical region where we observe the presence of bleeding dependent of the cervical muscular branch of the right subclavian artery., 22-year-old female with uterine artery pseudoaneurysm. DSA image demonstrates distal injection of the left uterine artery with backfilling of the pseudoaneurysm.,['Vascular'],['Vascular'],0.9086001,0.4253091,What type of vascular pathology is demonstrated in the image?,Bleeding from the cervical muscular branch of the right subclavian artery,Pseudoaneurysm in the uterine artery,A,B,What type of artery issue is demonstrated in the image?,Bleeding from the cervical muscular branch of the right subclavian artery,Pseudoaneurysm in the uterine artery
122,10123,train/radiology/images/ROCO_51900.jpg,train/radiology/images/ROCO_52712.jpg,20106,20223, Brachiocephalic arteriography of the right opercular-cervical region where we observe the presence of bleeding dependent of the cervical muscular branch of the right subclavian artery., 22-year-old female with uterine artery pseudoaneurysm. DSA image demonstrates the uterine artery in spasm.,['Vascular'],['Vascular'],0.9063702,0.3488398,What vascular abnormality is depicted in the image?,Bleeding from the cervical muscular branch of the right subclavian artery,Uterine artery spasm,A,B,What vascular abnormality is depicted in the image?,Bleeding from the cervical muscular branch of the right subclavian artery,Uterine artery spasm
123,10124,train/radiology/images/ROCO_31533.jpg,train/radiology/images/ROCO_51900.jpg,20194,20106, Pre-particle embolization images of the left internal mammary artery demonstrate proximal occlusion of the vessel and its mammary branches., Brachiocephalic arteriography of the right opercular-cervical region where we observe the presence of bleeding dependent of the cervical muscular branch of the right subclavian artery.,['Vascular'],['Vascular'],0.9206586,0.5175618,Which vessel is shown?,Right subclavian artery,Left internal mammary artery,B,A,Which vessel demonstrates proximal occlusion?,Right subclavian artery,Left internal mammary artery
124,10125,train/radiology/images/ROCO_51900.jpg,validation/radiology/images/ROCO_09106.jpg,20106,20099, Brachiocephalic arteriography of the right opercular-cervical region where we observe the presence of bleeding dependent of the cervical muscular branch of the right subclavian artery., Selective right intercostal artery angiography was performed through a 5-French Michelson catheter from the supreme right intercostal artery to the right 12th intercostal artery. A common trunk of the right ninth and 10th intercostal arteries is pictured. No discrete bleeding source or arterial irregularity was identified.,['Vascular'],['Vascular'],0.9181871,0.5190083,Which artery shows evidence of bleeding or abnormality?,Cervical muscular branch of the right subclavian artery,Right ninth and 10th intercostal arteries common trunk,A,B,Which artery shows evidence of bleeding or abnormality?,Cervical muscular branch of the right subclavian artery,Right ninth and 10th intercostal arteries common trunk
125,10126,train/radiology/images/ROCO_12400.jpg,train/radiology/images/ROCO_51900.jpg,20128,20106, Hepatic artery pseudoaneurysm has been embolized. Collaterals to the right hemiliver via the left accessory hepatic artery are visible., Brachiocephalic arteriography of the right opercular-cervical region where we observe the presence of bleeding dependent of the cervical muscular branch of the right subclavian artery.,['Vascular'],['Vascular'],0.9032511,0.5310932,What type of vascular intervention is visible?,Arteriography,Embolization,B,A,What type of vascular intervention is visible?,Arteriography,Embolization
126,10127,validation/radiology/images/ROCO_25199.jpg,validation/radiology/images/ROCO_75449.jpg,20202,20168," Venogram demonstrating the line position and persistent left-sided SVC. Contrast injection showed variant drainage of the neck and arm veins with right and left brachiocephalic veins dividing to drain into a normally placed right SVC and a persistent left-sided SVC which is draining into the right atrium inferiorly. This patient has a persistent left-sided SVC draining into the right atrium, the line tips are in this vessel, giving good flow in both lumens.", Intraoperative aortic arch angiography visualizing the origin of the left subclavian artery. Aortic coarctation is also demonstrated,['Vascular'],['Vascular'],0.900893,0.5388268,What anatomical abnormality is demonstrated in the image?,Aortic coarctation,Persistent left-sided SVC,B,A,What anatomical abnormality is demonstrated in the image?,Aortic coarctation,Persistent left-sided SVC
127,10128,train/radiology/images/ROCO_66354.jpg,validation/radiology/images/ROCO_75449.jpg,20011,20168, 60-year-old African-American male with pulmonary artery pseudoaneurysm. Microcatheter at the neck of the pseudoaneurysm., Intraoperative aortic arch angiography visualizing the origin of the left subclavian artery. Aortic coarctation is also demonstrated,['Vascular'],['Vascular'],0.9055334,0.4688231,What anatomical structure is visualized using a microcatheter?,Aortic arch,Pulmonary artery pseudoaneurysm,B,A,What anatomical structure is visualized using a microcatheter?,Aortic arch,Pulmonary artery pseudoaneurysm
128,10129,train/radiology/images/ROCO_11812.jpg,train/radiology/images/ROCO_66056.jpg,20044,20224," Left subclavian angiogram, showing multifocal stenosis of the left vertebral artery with faint flow to basilar artery.", 22-year-old female with uterine artery pseudoaneurysm. DSA image demonstrates distal injection of the left uterine artery with backfilling of the pseudoaneurysm.,"['Cerebral', 'Vascular']",['Vascular'],0.9182286,0.651902,What type of vascular abnormality is demonstrated in the image?,Pseudoaneurysm,Multifocal stenosis,B,A,What type of vascular abnormality is demonstrated in the image?,Pseudoaneurysm,Multifocal stenosis
129,10130,train/radiology/images/ROCO_61927.jpg,train/radiology/images/ROCO_66056.jpg,20046,20224, Selective right renal arterial branch angiogram demonstrates one of the feeding vessels to the tumour before embolisation., 22-year-old female with uterine artery pseudoaneurysm. DSA image demonstrates distal injection of the left uterine artery with backfilling of the pseudoaneurysm.,['Vascular'],['Vascular'],0.9001882,0.5594,What type of vascular abnormality is being demonstrated?,Pseudoaneurysm,Feeding vessels to a tumor,B,A,What type of vascular abnormality is being demonstrated?,Pseudoaneurysm,Feeding vessels to a tumor
130,10131,train/radiology/images/ROCO_66056.jpg,validation/radiology/images/ROCO_09106.jpg,20224,20099, 22-year-old female with uterine artery pseudoaneurysm. DSA image demonstrates distal injection of the left uterine artery with backfilling of the pseudoaneurysm., Selective right intercostal artery angiography was performed through a 5-French Michelson catheter from the supreme right intercostal artery to the right 12th intercostal artery. A common trunk of the right ninth and 10th intercostal arteries is pictured. No discrete bleeding source or arterial irregularity was identified.,['Vascular'],['Vascular'],0.9127657,0.6280286,What type of artery is being visualized in the image?,Intercostal artery,Uterine artery,B,A,What type of artery is being visualized in the image?,Intercostal artery,Uterine artery
131,10132,train/radiology/images/ROCO_11735.jpg,train/radiology/images/ROCO_55872.jpg,20070,20084, Right renal artery angiogram illustrating absence of adrenal capsular supply. Note the coils in the anomalous phrenic branch (top) and right lateral adrenal artery (bottom)., Control angiography of the right renal artery showed a complete occlusion of both the aneurysm and the fistula.,['Vascular'],['Vascular'],0.9066288,0.7010578,Is there an occlusion visible in the right renal artery?,Yes,No,B,A,Is there an occlusion visible in the right renal artery?,Yes,No
132,10133,train/radiology/images/ROCO_11735.jpg,train/radiology/images/ROCO_33944.jpg,20070,20079, Right renal artery angiogram illustrating absence of adrenal capsular supply. Note the coils in the anomalous phrenic branch (top) and right lateral adrenal artery (bottom).," Angiography under CT guidance. Absence of portal and splenic opacification (thombosis).Abbreviation: CT, computed tomography.",['Vascular'],['Vascular'],0.904232,0.650631,What is absent in the observed angiogram?,Adrenal capsular supply,Portal and splenic opacification,A,B,What is absent in the observed angiogram?,Adrenal capsular supply,Portal and splenic opacification
